,MAE,RMSE,MAPE,sMAPE,MASE,bias
v2_hw_mul_m13,22453.142833803842,29926.31691531146,11.909784951169417,12.923521487484432,0.561255836670344,-18411.387203588285
v3_hw_mul_m13,22453.142833803842,29926.31691531146,11.909784951169417,12.923521487484432,0.561255836670344,-18411.387203588285
