,MAE,RMSE,MAPE,sMAPE,MASE,bias
v2_hw_mul_m52_reference,48.12050173219734,61.40161768448747,11.436881753038975,11.522237437504653,0.8034462974111838,-13.815089492402333
v3_champion_hw_mul_m52,48.12050173219734,61.40161768448747,11.436881753038975,11.522237437504653,0.8034462974111838,-13.815089492402333
